# Total_number_of_molecules,Total_potential_energy_K
58.00000000,-204124.68537534
60.00000000,-211031.66520430
60.00000000,-210499.66829801
57.00000000,-202140.51439698
59.00000000,-208322.59948976
61.00000000,-212526.85618360
64.00000000,-220581.63102903
67.00000000,-227363.19037290
71.00000000,-235287.94634335
74.00000000,-242158.26494892
72.00000000,-238121.47026244
69.00000000,-229889.58805042
67.00000000,-224784.14877244
71.00000000,-236592.24530914
71.00000000,-235984.16185891
71.00000000,-235527.01143702
65.00000000,-221870.71486322
69.00000000,-233361.77605457
68.00000000,-230125.55944748
66.00000000,-226470.14543762
64.00000000,-220377.98876994
64.00000000,-220465.11683287
64.00000000,-222619.85019933
62.00000000,-218425.96691750
62.00000000,-216032.60589007
59.00000000,-208931.33088552
61.00000000,-215965.60047065
65.00000000,-225408.61085831
65.00000000,-226700.84747155
70.00000000,-241314.72681385
72.00000000,-244760.95719325
68.00000000,-235011.05545045
67.00000000,-233204.53231981
66.00000000,-229666.83942973
69.00000000,-237790.40053433
67.00000000,-232296.52343040
70.00000000,-239702.31779845
70.00000000,-240178.60175644
64.00000000,-225465.85611373
66.00000000,-229381.06307457
63.00000000,-220769.60528918
67.00000000,-229479.69895571
69.00000000,-236085.96153934
70.00000000,-240590.69928865
66.00000000,-228580.45253031
66.00000000,-228404.42383065
69.00000000,-236386.41563059
72.00000000,-245824.36385489
71.00000000,-243104.47083686
69.00000000,-238035.28577927
70.00000000,-242230.60625032
70.00000000,-241793.65738840
69.00000000,-236737.58331446
70.00000000,-238599.96580293
72.00000000,-245712.96380538
78.00000000,-262866.64003023
79.00000000,-264691.96968989
79.00000000,-264308.26073103
74.00000000,-248996.00250050
73.00000000,-247819.08257659
75.00000000,-255569.89744249
79.00000000,-263813.45350163
79.00000000,-263170.83772680
77.00000000,-258922.12107131
78.00000000,-259759.39935375
77.00000000,-258799.86793864
79.00000000,-265380.47727161
80.00000000,-268405.90128477
81.00000000,-270923.86457005
76.00000000,-259546.06840969
73.00000000,-251983.46470345
74.00000000,-254457.08845470
75.00000000,-256890.72764663
74.00000000,-256066.39678546
74.00000000,-257350.37753200
75.00000000,-257689.35914611
78.00000000,-264439.01764361
76.00000000,-259252.21467076
72.00000000,-248758.00981567
76.00000000,-261845.58634651
73.00000000,-251658.86383743
78.00000000,-265834.08721923
80.00000000,-270682.08065580
81.00000000,-272719.54403451
79.00000000,-268626.95911112
78.00000000,-266634.37039756
77.00000000,-264829.70419413
79.00000000,-268462.91406378
75.00000000,-257803.26854539
75.00000000,-256664.15624003
71.00000000,-246213.45196855
70.00000000,-242068.93746230
68.00000000,-239394.86276346
66.00000000,-236094.53971881
67.00000000,-239751.26149461
68.00000000,-240427.47984098
72.00000000,-250902.24478779
75.00000000,-259006.67777399
75.00000000,-258634.36856745
79.00000000,-269679.11520943
80.00000000,-273555.27848323
78.00000000,-269405.13200640
77.00000000,-267954.13020241
74.00000000,-260506.72462691
78.00000000,-269790.42446176
76.00000000,-263578.47787827
79.00000000,-270566.23597728
82.00000000,-276655.82272368
80.00000000,-271514.71222539
77.00000000,-264342.47651337
71.00000000,-249457.08668392
71.00000000,-249520.26161563
73.00000000,-253151.34659404
68.00000000,-240770.55311140
72.00000000,-251087.38358882
73.00000000,-256248.02616506
74.00000000,-257845.53144371
74.00000000,-256452.18402370
72.00000000,-250657.10247265
77.00000000,-262812.28379536
76.00000000,-262456.04843687
77.00000000,-267363.45991478
76.00000000,-262318.77196189
71.00000000,-248285.61080349
74.00000000,-254951.02502718
74.00000000,-254943.45406206
70.00000000,-243813.35770774
70.00000000,-243415.86477327
68.00000000,-237814.53356409
71.00000000,-244656.64532985
67.00000000,-234382.98391034
68.00000000,-236737.33412864
64.00000000,-225361.44138966
66.00000000,-232506.38631494
63.00000000,-222188.63592067
59.00000000,-212459.02680367
59.00000000,-210582.42207472
60.00000000,-213803.53836982
63.00000000,-219714.58844379
60.00000000,-211983.59989726
60.00000000,-213421.89076519
62.00000000,-219254.78709077
62.00000000,-218748.71278755
60.00000000,-215390.77065087
63.00000000,-223974.89963485
62.00000000,-218677.62130680
59.00000000,-212281.18422122
59.00000000,-213828.18269669
62.00000000,-221679.06362172
63.00000000,-223434.90542623
62.00000000,-220745.05868276
65.00000000,-230140.68089047
63.00000000,-223971.63125127
64.00000000,-225962.11065553
66.00000000,-230734.34403290
67.00000000,-232927.44357758
64.00000000,-225294.71000211
64.00000000,-224069.59502709
60.00000000,-214187.23819785
61.00000000,-219014.99660462
62.00000000,-222260.49837604
61.00000000,-218379.33054564
64.00000000,-227501.91971837
66.00000000,-230974.86186707
66.00000000,-231197.51056068
68.00000000,-236161.67465021
69.00000000,-237656.35912031
72.00000000,-244605.97239900
68.00000000,-231175.30019717
65.00000000,-226426.26048159
66.00000000,-227664.80721761
70.00000000,-238411.48784925
72.00000000,-243784.45729389
75.00000000,-251812.28789514
69.00000000,-235967.00213219
70.00000000,-241505.52462307
72.00000000,-245356.70573732
65.00000000,-228350.54519763
66.00000000,-231518.61892622
65.00000000,-228469.91714224
69.00000000,-238947.88937876
71.00000000,-244904.89333929
71.00000000,-246535.37248087
73.00000000,-252776.38087105
76.00000000,-261896.67132231
79.00000000,-271445.55996835
81.00000000,-274929.33017009
81.00000000,-274987.92580283
79.00000000,-270278.46290799
77.00000000,-265289.61274045
80.00000000,-270602.15954976
80.00000000,-274416.54717135
78.00000000,-268521.11802113
79.00000000,-272357.08273583
77.00000000,-267065.11287709
74.00000000,-258393.37260234
74.00000000,-256869.86492965
74.00000000,-255018.56667337
71.00000000,-247602.50028042
71.00000000,-245481.98670254
73.00000000,-250708.72147683
72.00000000,-250604.64240467
74.00000000,-255529.30925101
71.00000000,-246375.04411694
73.00000000,-252328.95863078
70.00000000,-242378.06482159
73.00000000,-250716.01288916
67.00000000,-237067.60726381
69.00000000,-241281.88633769
71.00000000,-245836.68455608
67.00000000,-234868.70132735
67.00000000,-234778.84276999
67.00000000,-233942.78984443
64.00000000,-228886.89088268
64.00000000,-230373.70939467
65.00000000,-235721.70386524
66.00000000,-237183.89329923
69.00000000,-244659.12970727
71.00000000,-247701.27635742
70.00000000,-246867.19439970
75.00000000,-257650.25535147
78.00000000,-266691.82188539
73.00000000,-252061.51572445
69.00000000,-241351.01964679
67.00000000,-237451.98243050
62.00000000,-224401.22258758
66.00000000,-233930.50034350
69.00000000,-241882.93753785
70.00000000,-242518.20441536
69.00000000,-240988.70603965
69.00000000,-240845.34561888
69.00000000,-235091.96638385
71.00000000,-239216.63545688
68.00000000,-233100.37206034
66.00000000,-228224.95528536
66.00000000,-227435.14124076
68.00000000,-233470.84345912
70.00000000,-238945.23666659
72.00000000,-245669.23887260
72.00000000,-246546.15716081
71.00000000,-244005.80141773
67.00000000,-232998.21896667
64.00000000,-224483.70545512
60.00000000,-213451.15493048
60.00000000,-210503.57509482
59.00000000,-205343.62497263
61.00000000,-209076.78924440
59.00000000,-204179.71562816
65.00000000,-219449.92602610
65.00000000,-221400.52557606
68.00000000,-231411.12088145
71.00000000,-238863.73992328
74.00000000,-245102.14456461
73.00000000,-242356.11629374
72.00000000,-239383.06721913
70.00000000,-236196.32420566
67.00000000,-229398.96779664
70.00000000,-235093.37519036
73.00000000,-243180.15276036
73.00000000,-243928.13803301
73.00000000,-243993.83467902
73.00000000,-245027.04033646
73.00000000,-245198.65407969
73.00000000,-246694.64998438
72.00000000,-242621.24544645
74.00000000,-246580.59661982
71.00000000,-240905.97925339
67.00000000,-227741.77088183
66.00000000,-223990.65479892
70.00000000,-236104.18902211
69.00000000,-233881.13210455
70.00000000,-236793.78644869
70.00000000,-237682.09857501
69.00000000,-233806.70606299
64.00000000,-221447.39187467
64.00000000,-217693.68577135
65.00000000,-223548.54960910
64.00000000,-220498.19969174
64.00000000,-222793.08713785
67.00000000,-231026.45948051
66.00000000,-228066.42716311
67.00000000,-229968.05736562
68.00000000,-235917.54999416
70.00000000,-245174.63904353
70.00000000,-244702.13532695
68.00000000,-239536.90320541
73.00000000,-253011.43922262
70.00000000,-244617.16538488
67.00000000,-236315.92887758
72.00000000,-247481.65497227
72.00000000,-249427.69300248
72.00000000,-249812.45882760
69.00000000,-240192.26069749
69.00000000,-241098.95807496
70.00000000,-243064.89191556
69.00000000,-240770.18739100
75.00000000,-257183.21438438
76.00000000,-259320.74618816
75.00000000,-255034.10835900
76.00000000,-259030.48426286
70.00000000,-242591.25165823
73.00000000,-249283.99521335
73.00000000,-249620.19752447
74.00000000,-252406.36733650
76.00000000,-258313.04354074
73.00000000,-254271.11940500
74.00000000,-257519.15713947
76.00000000,-263169.43858164
79.00000000,-271923.59988494
79.00000000,-272154.72968668
79.00000000,-271171.31773770
79.00000000,-270533.27606142
79.00000000,-271987.18979032
81.00000000,-277840.33063769
77.00000000,-265222.93405020
77.00000000,-264603.01100326
79.00000000,-270992.59900749
81.00000000,-277504.76753797
82.00000000,-283282.38969166
83.00000000,-283353.35189240
84.00000000,-288714.42465632
85.00000000,-293981.12594266
78.00000000,-271841.22017894
74.00000000,-261252.93925300
76.00000000,-264503.24114398
74.00000000,-258446.79906916
74.00000000,-259280.18990670
75.00000000,-262181.01908848
76.00000000,-264625.49656583
74.00000000,-257520.39341258
74.00000000,-257393.40699551
74.00000000,-258490.97052268
79.00000000,-270943.38516305
77.00000000,-265212.38856555
78.00000000,-267930.43377350
76.00000000,-261275.99412021
75.00000000,-259104.17505909
73.00000000,-253658.65916444
73.00000000,-253484.02301948
70.00000000,-247172.61053181
70.00000000,-244018.04965414
67.00000000,-236521.06260184
63.00000000,-226061.92440089
68.00000000,-237174.80753240
71.00000000,-246372.77452656
71.00000000,-245428.27688814
72.00000000,-248515.35968208
71.00000000,-246670.67394934
71.00000000,-245424.41815371
78.00000000,-263878.99641126
81.00000000,-272197.45786575
80.00000000,-270373.45521042
73.00000000,-252613.81563709
71.00000000,-247617.66117323
72.00000000,-250884.46410241
68.00000000,-234438.86085053
70.00000000,-241466.41340084
69.00000000,-239611.21541225
71.00000000,-244299.91591925
70.00000000,-242080.64759101
66.00000000,-229715.44104407
67.00000000,-232300.75089727
70.00000000,-240904.45328802
69.00000000,-237567.94749359
76.00000000,-257550.68952430
70.00000000,-240905.30609149
71.00000000,-241170.00795877
70.00000000,-239926.02969280
71.00000000,-240004.04493205
71.00000000,-240705.98263558
71.00000000,-242075.23432052
73.00000000,-248658.34984123
68.00000000,-236071.72224579
68.00000000,-232942.83549323
65.00000000,-224997.15801763
70.00000000,-236453.43650691
69.00000000,-234851.63094570
68.00000000,-232333.86091185
65.00000000,-226596.02665438
66.00000000,-226187.85047027
67.00000000,-228916.22536272
66.00000000,-228295.66559043
69.00000000,-232927.93203060
71.00000000,-237620.18383026
71.00000000,-238994.76186317
73.00000000,-244366.63357718
70.00000000,-239206.97574464
67.00000000,-232080.95169079
62.00000000,-219350.55718314
63.00000000,-222184.79329645
64.00000000,-225235.32760217
63.00000000,-221062.89751017
62.00000000,-220507.93000078
63.00000000,-222819.65109716
66.00000000,-231951.41368775
64.00000000,-223712.68925695
61.00000000,-214394.04450045
66.00000000,-226136.53588505
64.00000000,-220971.85618898
61.00000000,-214060.69943226
62.00000000,-216863.04957415
65.00000000,-224735.65237017
63.00000000,-220016.24744800
66.00000000,-227979.12149405
70.00000000,-236753.68792386
66.00000000,-227572.50834146
67.00000000,-231973.39346508
67.00000000,-230561.04466186
69.00000000,-235022.89499967
68.00000000,-232750.84648288
70.00000000,-240781.52060397
68.00000000,-236873.32682910
68.00000000,-236869.98271652
67.00000000,-233379.66927994
68.00000000,-236522.62286485
69.00000000,-239413.62358354
72.00000000,-249261.64620679
70.00000000,-244843.13220475
70.00000000,-244024.11601645
72.00000000,-248910.13000141
73.00000000,-250432.44692305
73.00000000,-250425.02778809
72.00000000,-247516.02809002
68.00000000,-235459.61964910
66.00000000,-226933.53541698
65.00000000,-224715.00035237
68.00000000,-233529.25141445
65.00000000,-225210.14789351
63.00000000,-221302.14888446
62.00000000,-219364.51569435
62.00000000,-218859.21797414
62.00000000,-220081.22511787
65.00000000,-225380.95228456
70.00000000,-239519.74052662
67.00000000,-231983.94616286
68.00000000,-234378.92121727
70.00000000,-239525.90572778
70.00000000,-239568.15048607
67.00000000,-232949.10584181
65.00000000,-229105.95239218
62.00000000,-223049.11266548
68.00000000,-238483.38082014
66.00000000,-233464.40114640
66.00000000,-233633.42410100
66.00000000,-232942.41856470
65.00000000,-228105.04168467
66.00000000,-228963.20032242
64.00000000,-225566.51745775
64.00000000,-222697.12932506
64.00000000,-223478.04210110
63.00000000,-221794.55396743
62.00000000,-218620.12502310
68.00000000,-232574.32408813
71.00000000,-241093.54838263
69.00000000,-235385.84336283
64.00000000,-222298.23898784
64.00000000,-222759.30764147
62.00000000,-215486.38533568
64.00000000,-219459.03667694
66.00000000,-226140.04662751
64.00000000,-220261.35810062
64.00000000,-222081.10441901
64.00000000,-221781.86381495
62.00000000,-217487.81796946
63.00000000,-220405.59226090
63.00000000,-219016.83836796
59.00000000,-208902.09935682
62.00000000,-215470.29629727
61.00000000,-214553.50949056
60.00000000,-212204.97694279
59.00000000,-210798.02744982
60.00000000,-213889.30042006
62.00000000,-218477.36513950
68.00000000,-235152.32246704
66.00000000,-229967.17776711
65.00000000,-226603.05766551
67.00000000,-231157.24574255
63.00000000,-218473.70289576
66.00000000,-227472.70269315
61.00000000,-215404.71591226
60.00000000,-211476.51897737
56.00000000,-198473.64233292
56.00000000,-197465.68953630
56.00000000,-198010.78995077
55.00000000,-195811.41358833
56.00000000,-197045.64101243
58.00000000,-205088.74215626
56.00000000,-199606.74783684
54.00000000,-195680.11490792
54.00000000,-194963.03335018
54.00000000,-193984.75534690
55.00000000,-195625.31655091
57.00000000,-202436.02955563
59.00000000,-208520.29191423
60.00000000,-210128.14091431
60.00000000,-211301.63377512
59.00000000,-208344.21901474
59.00000000,-207997.31609683
58.00000000,-206187.56399928
62.00000000,-216331.70974865
61.00000000,-212873.56552727
64.00000000,-220674.76353186
69.00000000,-233208.78113615
69.00000000,-232415.74668276
67.00000000,-227211.51908941
64.00000000,-220039.54304352
65.00000000,-222557.07416808
62.00000000,-215993.66441048
58.00000000,-205385.12769843
61.00000000,-211008.80182285
60.00000000,-210075.21440748
62.00000000,-212580.46376456
64.00000000,-219060.68904633
67.00000000,-226983.19943867
67.00000000,-225965.11343437
67.00000000,-226934.62102121
68.00000000,-230466.63659634
64.00000000,-219380.90273197
63.00000000,-217774.79313844
66.00000000,-227407.78449330
68.00000000,-232282.69899635
67.00000000,-232885.89021309
65.00000000,-228017.67943165
64.00000000,-221996.01404690
62.00000000,-216440.96799181
65.00000000,-223032.97544228
62.00000000,-214320.90135134
57.00000000,-203222.44295604
60.00000000,-210176.30480687
60.00000000,-210390.34617203
63.00000000,-220344.23995723
62.00000000,-215820.39265660
62.00000000,-215201.24282446
64.00000000,-223442.82568704
65.00000000,-225514.06892330
65.00000000,-225302.61610661
65.00000000,-224750.64002547
64.00000000,-222786.30534360
65.00000000,-224991.45348625
66.00000000,-227415.28025875
71.00000000,-237922.47216558
69.00000000,-232114.05811467
70.00000000,-233585.65519085
67.00000000,-226919.30930247
66.00000000,-222918.96096799
63.00000000,-216868.42370033
63.00000000,-218048.73769330
64.00000000,-219731.29696758
62.00000000,-216637.23032880
60.00000000,-213048.51148833
62.00000000,-216390.04892092
65.00000000,-225460.20462960
62.00000000,-217669.00767425
61.00000000,-215136.24847836
61.00000000,-214235.58743298
62.00000000,-217809.44148357
63.00000000,-218759.19107288
59.00000000,-206487.40334992
60.00000000,-207866.26738495
63.00000000,-214394.58134378
65.00000000,-220181.68252836
64.00000000,-218385.19088531
63.00000000,-215744.92446805
63.00000000,-216017.05610527
59.00000000,-206236.91002864
58.00000000,-201772.04629544
57.00000000,-201147.13048279
59.00000000,-205530.96055039
58.00000000,-202001.93043378
56.00000000,-196995.32069141
57.00000000,-199561.92574223
57.00000000,-200241.53111455
57.00000000,-201992.08046835
63.00000000,-215802.06238253
61.00000000,-210805.24764434
61.00000000,-211043.71635328
63.00000000,-218535.91236057
62.00000000,-216937.87441692
65.00000000,-225322.97012018
63.00000000,-220436.25153989
65.00000000,-226434.92412768
66.00000000,-229766.29725228
67.00000000,-230542.60507229
64.00000000,-222948.93567871
63.00000000,-220125.68068515
69.00000000,-235091.84496661
69.00000000,-235030.45027463
67.00000000,-231080.04071185
63.00000000,-222136.84791766
66.00000000,-230394.55231004
63.00000000,-224647.57648102
64.00000000,-225787.77376414
65.00000000,-228572.41835932
67.00000000,-233023.26950443
65.00000000,-227958.77409385
63.00000000,-223040.27521249
65.00000000,-228869.84174388
66.00000000,-232588.45158228
67.00000000,-234309.11004249
67.00000000,-232571.91919994
68.00000000,-234017.52158256
65.00000000,-226095.81143973
67.00000000,-229900.65771335
69.00000000,-233396.20945374
72.00000000,-242727.24745627
73.00000000,-244460.98756427
73.00000000,-243910.89981342
76.00000000,-252065.65314067
77.00000000,-253124.58491082
79.00000000,-264409.59393721
78.00000000,-265103.65602294
74.00000000,-256083.27196347
75.00000000,-258658.14319359
76.00000000,-261110.16226236
79.00000000,-266207.23955060
78.00000000,-263462.71931066
77.00000000,-263163.64021755
78.00000000,-265149.24309013
81.00000000,-272048.25948382
81.00000000,-273107.91571843
80.00000000,-270212.93847901
76.00000000,-258661.71249016
76.00000000,-259371.64994077
78.00000000,-265179.04185197
80.00000000,-271099.81824400
84.00000000,-281001.23769845
78.00000000,-265295.67063517
76.00000000,-257703.54851297
75.00000000,-254448.89420195
76.00000000,-258528.33668268
77.00000000,-259678.60442097
76.00000000,-255118.93941866
73.00000000,-249510.78374500
73.00000000,-247325.10864973
73.00000000,-248529.04105514
75.00000000,-256583.48019257
77.00000000,-265485.95205506
79.00000000,-269068.82904653
80.00000000,-271796.36926931
80.00000000,-274170.85725196
80.00000000,-273601.19717088
79.00000000,-268284.35756126
74.00000000,-255293.00241712
76.00000000,-260993.10905784
77.00000000,-264487.85732481
77.00000000,-264509.41512853
75.00000000,-259702.95564602
75.00000000,-261415.66960835
73.00000000,-255470.81122562
78.00000000,-266732.71101095
79.00000000,-271613.59699805
83.00000000,-279523.93016693
78.00000000,-264347.99050660
77.00000000,-261446.76020472
74.00000000,-253846.22552522
75.00000000,-255030.36519618
73.00000000,-250618.55842933
75.00000000,-256257.93553094
74.00000000,-254744.31713379
72.00000000,-250390.78443743
71.00000000,-246311.56837437
75.00000000,-258433.39922603
69.00000000,-242563.85028415
67.00000000,-237017.10187302
70.00000000,-245100.81895662
71.00000000,-246561.45424629
71.00000000,-248322.28487338
73.00000000,-251346.63274350
76.00000000,-260091.83333711
75.00000000,-257772.50946995
76.00000000,-259393.45274149
75.00000000,-258753.99381686
76.00000000,-261046.11273886
78.00000000,-262283.29025145
73.00000000,-251148.83891291
71.00000000,-245613.87994646
70.00000000,-244753.44976218
68.00000000,-240147.84037274
70.00000000,-247711.52753353
67.00000000,-239851.10773181
68.00000000,-240463.76927775
68.00000000,-241296.62530929
71.00000000,-247997.86592916
72.00000000,-250498.47941074
77.00000000,-265291.85476815
77.00000000,-264407.35663785
77.00000000,-267490.87219189
74.00000000,-259077.29834621
78.00000000,-269053.52391564
76.00000000,-264766.59801131
76.00000000,-264416.56657056
75.00000000,-259219.56399360
73.00000000,-254739.54388117
74.00000000,-255751.73255484
76.00000000,-261713.73517201
78.00000000,-266328.84667643
77.00000000,-262476.36706753
75.00000000,-258117.04950169
76.00000000,-260903.63137995
72.00000000,-252548.88147809
72.00000000,-249781.20170962
73.00000000,-252600.23494304
74.00000000,-258224.06425669
75.00000000,-260921.77303786
73.00000000,-256794.30596244
75.00000000,-262130.55027782
81.00000000,-275861.79043760
83.00000000,-280696.12659357
84.00000000,-280365.79014127
85.00000000,-284845.02792443
79.00000000,-270840.41386039
76.00000000,-261745.40849978
73.00000000,-255587.83687009
72.00000000,-252695.08868117
70.00000000,-247274.43871661
68.00000000,-242562.66774010
70.00000000,-247256.38119569
72.00000000,-251715.66342795
75.00000000,-260327.49977724
72.00000000,-253743.89625475
73.00000000,-252717.57187287
73.00000000,-256185.09549542
71.00000000,-247955.30180551
71.00000000,-248040.48471963
69.00000000,-245754.73231198
72.00000000,-253074.91431467
71.00000000,-251258.29833953
72.00000000,-254021.54015971
73.00000000,-253698.80460098
74.00000000,-255236.64450174
72.00000000,-250870.60033326
70.00000000,-245428.11673948
68.00000000,-239788.25393242
70.00000000,-245397.20015344
71.00000000,-248344.81663236
72.00000000,-250012.86750757
72.00000000,-251450.30705016
68.00000000,-242125.20364073
70.00000000,-248589.21018189
72.00000000,-251801.32305741
71.00000000,-249952.65611301
73.00000000,-255719.93086254
75.00000000,-261782.44736389
76.00000000,-265875.01324170
74.00000000,-260992.19733160
74.00000000,-260552.87431956
76.00000000,-266704.44429925
76.00000000,-264347.18333765
73.00000000,-256927.54313418
77.00000000,-268047.26778848
77.00000000,-268175.52321640
78.00000000,-270865.55042398
78.00000000,-269831.50805376
81.00000000,-277113.95775627
82.00000000,-281124.73565834
81.00000000,-279177.26772089
77.00000000,-268096.88983471
75.00000000,-261317.71470706
74.00000000,-258023.58313461
76.00000000,-261956.16674484
79.00000000,-269159.80985441
77.00000000,-262094.39988235
76.00000000,-261190.72260208
75.00000000,-257317.54966619
72.00000000,-248933.47878077
71.00000000,-245629.88354389
72.00000000,-249365.54790885
72.00000000,-245642.89962128
71.00000000,-241696.45515132
73.00000000,-249483.82340831
73.00000000,-250027.41031070
71.00000000,-244237.23416225
67.00000000,-236495.42534315
70.00000000,-243312.20436279
72.00000000,-248071.65820638
72.00000000,-246373.06410709
74.00000000,-254332.96270761
70.00000000,-244302.95117387
73.00000000,-251075.62113008
73.00000000,-250537.42074807
71.00000000,-245087.23216659
74.00000000,-253665.19674584
74.00000000,-253256.68820597
71.00000000,-248282.32660439
71.00000000,-249417.26929777
71.00000000,-248790.77956375
71.00000000,-246300.73631548
70.00000000,-244444.09316101
68.00000000,-239712.31913712
70.00000000,-246084.14828615
72.00000000,-251827.99937388
71.00000000,-248714.94458709
71.00000000,-250690.45870247
71.00000000,-251832.42301597
75.00000000,-264294.66533573
73.00000000,-257710.88244178
76.00000000,-265426.25418920
77.00000000,-266507.22333039
78.00000000,-267138.73280547
76.00000000,-262163.85273442
77.00000000,-263705.18313226
77.00000000,-265029.09557514
78.00000000,-268135.76282900
80.00000000,-275133.79726374
79.00000000,-275308.61675866
77.00000000,-268894.40895935
77.00000000,-269172.27775016
77.00000000,-269382.10304044
74.00000000,-261108.26305858
74.00000000,-260454.40154598
67.00000000,-241332.31517403
68.00000000,-242028.21929780
73.00000000,-257146.81016886
75.00000000,-265044.04659490
75.00000000,-264548.16808783
80.00000000,-279076.62678074
83.00000000,-284730.45609190
82.00000000,-281719.93408322
82.00000000,-283241.21102241
81.00000000,-279384.82607987
81.00000000,-277998.75645182
79.00000000,-268995.05308418
77.00000000,-262497.56879237
75.00000000,-256694.77178894
69.00000000,-237716.70551264
70.00000000,-239890.48463015
68.00000000,-235462.04652533
73.00000000,-248274.20239096
68.00000000,-235303.95972463
65.00000000,-229606.69878684
65.00000000,-229349.91308455
65.00000000,-228969.27776019
67.00000000,-234319.22313151
72.00000000,-249526.46884373
72.00000000,-251622.98081419
75.00000000,-260344.66860070
78.00000000,-268569.46329098
80.00000000,-274418.16349194
78.00000000,-266940.65202328
77.00000000,-262937.38255421
75.00000000,-257551.08442741
74.00000000,-255786.61969032
77.00000000,-263352.15079046
77.00000000,-263049.55576414
77.00000000,-264147.19729184
77.00000000,-264573.95233413
77.00000000,-264035.72646433
76.00000000,-258644.60115660
77.00000000,-257956.02491702
79.00000000,-262971.18042154
76.00000000,-255758.27632603
72.00000000,-245991.26874208
74.00000000,-252071.31295487
72.00000000,-244198.03506735
66.00000000,-224852.30058894
69.00000000,-230889.20851189
69.00000000,-231148.91795833
66.00000000,-224680.32808118
64.00000000,-220465.09755337
66.00000000,-225985.48112326
69.00000000,-231747.36032428
70.00000000,-234757.05875486
71.00000000,-238632.12115071
71.00000000,-238448.82083685
71.00000000,-239043.44572939
69.00000000,-235811.23707379
66.00000000,-227314.22125060
65.00000000,-224483.96821981
65.00000000,-224705.01233215
71.00000000,-241150.00389283
70.00000000,-235296.33505834
61.00000000,-213496.52182625
61.00000000,-212022.80323095
65.00000000,-222751.06866800
64.00000000,-218190.24834866
63.00000000,-218054.78672086
67.00000000,-226117.54439098
69.00000000,-233637.82997822
67.00000000,-229645.22647007
66.00000000,-228112.68687843
65.00000000,-223767.29275523
66.00000000,-227097.78759470
66.00000000,-228769.65306142
65.00000000,-226198.28627856
66.00000000,-229657.45540963
68.00000000,-233593.64006230
70.00000000,-238135.76599791
70.00000000,-238288.39055597
70.00000000,-234799.22061250
72.00000000,-239575.86595520
70.00000000,-234233.13640022
71.00000000,-236479.69401716
70.00000000,-236046.60784433
70.00000000,-236470.16212623
75.00000000,-248291.17116689
72.00000000,-241816.59762057
70.00000000,-238680.78598489
72.00000000,-245095.39414040
68.00000000,-235709.69989587
68.00000000,-238365.68041204
68.00000000,-236974.56520380
66.00000000,-230072.35526936
62.00000000,-218490.46999791
59.00000000,-209812.28234407
58.00000000,-204247.23886487
56.00000000,-200131.89323282
58.00000000,-206123.97987327
55.00000000,-198952.54651586
56.00000000,-202803.15251674
60.00000000,-212629.39204064
62.00000000,-216092.95891321
60.00000000,-211179.65135692
60.00000000,-212065.39348709
61.00000000,-213987.61456703
63.00000000,-219461.59203350
63.00000000,-220346.63052406
67.00000000,-230893.94371779
66.00000000,-228482.38582844
69.00000000,-237073.29672355
68.00000000,-234696.54456700
71.00000000,-244270.55667205
73.00000000,-247484.21813719
74.00000000,-250092.50997493
71.00000000,-245245.97017400
72.00000000,-247342.32564165
74.00000000,-252997.71730143
74.00000000,-253408.62517193
70.00000000,-240838.49756009
72.00000000,-246521.00873692
74.00000000,-253265.34548146
78.00000000,-263266.78145848
81.00000000,-270986.38792562
82.00000000,-277495.47197507
81.00000000,-277498.19323091
77.00000000,-268581.05683145
82.00000000,-282761.19865800
85.00000000,-291936.58438274
85.00000000,-289682.71029393
77.00000000,-268216.06826546
80.00000000,-277541.58793196
79.00000000,-276620.81760739
83.00000000,-285157.60678675
85.00000000,-291320.39813447
87.00000000,-296561.55270803
86.00000000,-294609.80328247
82.00000000,-283089.11424461
77.00000000,-269314.12532649
80.00000000,-275545.91679728
80.00000000,-276067.24066321
79.00000000,-271985.82684762
81.00000000,-276151.83856578
78.00000000,-268206.34633231
77.00000000,-263235.23438656
79.00000000,-267253.16945215
78.00000000,-263379.84583155
78.00000000,-263112.14094273
79.00000000,-265018.64131398
80.00000000,-266863.40253273
78.00000000,-262196.82595991
77.00000000,-260215.94587149
77.00000000,-257647.01034744
77.00000000,-259380.49384316
77.00000000,-259419.89318571
76.00000000,-256828.71510192
72.00000000,-245510.97794564
75.00000000,-254694.86699534
73.00000000,-247729.04972630
77.00000000,-256082.21974785
78.00000000,-258830.09226397
75.00000000,-250807.44492281
73.00000000,-245311.13436693
71.00000000,-240518.72262015
72.00000000,-244381.53439847
71.00000000,-241204.90446834
67.00000000,-226661.54087845
66.00000000,-224541.37983512
67.00000000,-227528.72905219
69.00000000,-234664.75822363
72.00000000,-242619.70348794
66.00000000,-225903.63926116
64.00000000,-216912.37591194
62.00000000,-210739.48323702
60.00000000,-207791.55591838
60.00000000,-208224.19389386
60.00000000,-208935.16720340
64.00000000,-220317.93734846
63.00000000,-216691.72889291
64.00000000,-220044.19654277
63.00000000,-215923.09814569
65.00000000,-222332.09061105
65.00000000,-220681.72579235
64.00000000,-217778.12096192
64.00000000,-216953.44707981
62.00000000,-214010.70326162
67.00000000,-229530.51038002
65.00000000,-226570.63152836
65.00000000,-227295.49075363
68.00000000,-232370.74163861
